qid,n_words,t_suf_global,phi_suf_global,t_suf_perq,phi_suf_perq
test1195,11,,,10,0.9091
test1196,8,,,,
test1197,8,5,0.625,6,0.75
test1198,15,,,,
test1199,8,,,,
test1200,8,,,,
test1201,9,,,,
test1202,8,4,0.5,4,0.5
test1203,8,5,0.625,,
test1204,8,,,,
test1205,8,,,,
test1206,8,,,,
test1207,10,10,1.0,10,1.0
test1208,9,,,,
test1209,8,,,,
test1210,9,,,,
test1211,12,10,0.8333,,
test1212,9,,,,
test1213,12,7,0.5833,7,0.5833
test1214,10,,,,
test1215,8,6,0.75,6,0.75
test1216,7,,,,
test1217,8,,,,
test1218,8,6,0.75,,
test1219,10,4,0.4,,
test1220,8,,,6,0.75
test1221,9,,,,
test1222,7,,,4,0.5714
test1223,9,,,,
test1224,8,5,0.625,5,0.625
test1225,11,,,,
test1226,8,2,0.25,2,0.25
test1227,8,,,,
test1228,8,2,0.25,2,0.25
test1229,8,,,,
test1230,15,,,,
test1231,8,,,,
test1232,10,,,,
test1233,10,,,,
test1234,9,,,,
test1235,10,,,,
test1236,11,9,0.8182,,
test1237,9,,,,
test1238,8,7,0.875,,
test1239,8,,,,
test1240,7,2,0.2857,2,0.2857
test1241,8,,,,
test1242,9,9,1.0,,
test1243,15,,,,
test1244,8,,,,
test1245,8,8,1.0,,
test1246,8,,,,
test1247,8,,,,
test1248,11,9,0.8182,,
test1249,9,,,,
test1250,10,9,0.9,,
test1251,8,,,,
test1252,10,,,,
test1253,8,4,0.5,4,0.5
test1254,9,7,0.7778,,
test1255,8,,,,
test1256,10,,,,
test1257,9,9,1.0,,
test1258,8,,,,
test1259,8,,,,
test1260,9,,,,
test1261,14,,,,
test1262,8,8,1.0,,
test1263,9,8,0.8889,,
test1264,8,3,0.375,3,0.375
test1265,14,,,,
test1266,9,,,,
test1267,8,,,,
test1268,8,4,0.5,4,0.5
test1269,8,8,1.0,,
test1270,12,,,,
test1271,8,7,0.875,2,0.25
test1272,7,6,0.8571,,
test1273,8,8,1.0,,
test1274,10,,,,
test1275,9,,,,
test1276,8,5,0.625,8,1.0
test1277,9,8,0.8889,8,0.8889
test1278,8,,,,
test1279,12,,,,
test1280,9,,,,
test1281,9,5,0.5556,1,0.1111
test1282,9,,,,
test1283,8,,,,
test1284,8,,,,
test1285,8,,,,
test1286,15,9,0.6,6,0.4
test1287,8,,,,
test1288,9,7,0.7778,,
test1289,8,,,,
test1290,12,7,0.5833,7,0.5833
test1291,8,,,,
test1292,11,8,0.7273,,
test1293,8,,,,
test1294,10,,,,
test1295,11,11,1.0,,
test1296,9,,,,
test1297,12,,,,
test1298,8,8,1.0,,
test1299,8,1,0.125,1,0.125
test1300,8,,,,
test1301,8,8,1.0,,
test1302,8,,,,
test1303,8,,,,
test1304,10,,,2,0.2
test1305,8,,,,
test1306,9,1,0.1111,2,0.2222
test1307,7,,,,
test1308,7,7,1.0,,
test1309,10,,,,
test1310,8,6,0.75,5,0.625
test1311,15,,,,
test1312,9,8,0.8889,,
test1313,8,,,,
test1314,9,,,,
test1315,9,,,,
test1316,9,7,0.7778,9,1.0
test1317,8,7,0.875,,
test1318,9,,,,
test1319,9,,,9,1.0
test1320,8,5,0.625,,
test1321,12,,,,
test1322,9,4,0.4444,,
test1323,8,8,1.0,5,0.625
test1324,8,,,,
test1325,8,,,,
test1326,9,,,9,1.0
test1327,8,8,1.0,5,0.625
test1328,11,,,,
test1329,8,,,,
test1330,8,,,,
test1331,8,,,,
test1332,9,8,0.8889,,
test1333,8,,,,
test1334,11,,,,
test1335,9,,,1,0.1111
test1336,9,9,1.0,,
test1337,8,,,,
test1338,12,,,1,0.0833
test1339,10,,,,
test1340,8,6,0.75,3,0.375
test1341,8,,,,
test1342,9,9,1.0,9,1.0
test1343,8,8,1.0,8,1.0
test1344,9,6,0.6667,7,0.7778
test1345,9,,,,
test1346,8,,,,
test1347,8,,,,
test1348,9,,,,
test1349,9,,,,
test1350,8,,,8,1.0
test1351,8,6,0.75,,
test1352,8,7,0.875,8,1.0
test1353,8,,,,
test1354,8,,,8,1.0
test1355,8,6,0.75,6,0.75
test1356,8,,,,
test1357,7,,,,
test1358,8,,,,
test1359,10,,,,
test1360,8,,,,
test1361,8,,,,
test1362,7,6,0.8571,,
test1363,8,,,,
test1364,8,8,1.0,,
test1365,17,7,0.4118,8,0.4706
test1366,8,,,,
test1367,8,7,0.875,,
test1368,10,,,,
test1369,8,8,1.0,,
test1370,11,,,,
test1371,8,,,,
test1372,10,,,,
test1373,8,6,0.75,,
test1374,8,,,,
test1375,9,,,,
test1376,11,8,0.7273,10,0.9091
test1377,8,,,,
test1378,9,9,1.0,,
test1379,9,6,0.6667,,
test1380,9,,,,
test1381,9,,,,
test1382,10,5,0.5,2,0.2
test1383,9,,,,
test1384,8,8,1.0,,
test1385,8,6,0.75,5,0.625
test1386,9,,,,
test1387,8,7,0.875,,
test1388,11,11,1.0,,
test1389,11,,,,
test1390,8,8,1.0,,
test1391,10,,,,
test1392,9,,,,
test1393,9,,,,
test1394,8,,,,
test1395,9,,,,
test1396,8,,,,
test1397,8,,,,
test1398,9,,,,
test1399,8,,,,
test1400,10,,,,
test1401,8,,,7,0.875
test1402,8,,,,
test1403,11,9,0.8182,11,1.0
test1404,9,9,1.0,,
test1405,8,6,0.75,,
test1406,10,6,0.6,,
test1407,9,5,0.5556,8,0.8889
test1408,8,,,,
test1409,12,,,,
test1410,9,,,,
test1411,10,8,0.8,,
test1412,10,,,,
test1413,9,,,9,1.0
test1414,8,6,0.75,,
test1415,9,8,0.8889,,
test1416,8,,,,
test1417,8,,,8,1.0
test1418,8,,,,
test1419,13,3,0.2308,3,0.2308
test1420,9,,,,
test1421,10,,,,
test1422,9,,,,
test1423,8,,,,
test1424,8,,,,
test1425,12,,,,
test1426,8,,,,
test1427,9,,,,
test1428,8,,,,
test1429,8,5,0.625,5,0.625
test1430,9,8,0.8889,,
test1431,8,,,,
test1432,8,2,0.25,2,0.25
test1433,9,5,0.5556,,
test1434,8,4,0.5,6,0.75
test1435,9,,,,
test1436,10,3,0.3,5,0.5
test1437,10,,,,
test1438,8,,,,
test1439,8,,,,
test1440,8,,,,
test1441,10,10,1.0,7,0.7
test1442,9,,,,
test1443,8,,,,
test1444,9,,,,
test1445,9,7,0.7778,6,0.6667
test1446,11,,,,
test1447,9,,,9,1.0
test1448,8,,,,
test1449,8,,,,
test1450,10,9,0.9,10,1.0
test1451,10,,,,
test1452,10,,,,
test1453,11,7,0.6364,7,0.6364
test1454,8,,,,
test1455,10,5,0.5,4,0.4
test1456,8,,,5,0.625
test1457,8,6,0.75,,
test1458,8,,,,
test1459,11,,,,
test1460,10,7,0.7,,
test1461,10,10,1.0,,
test1462,8,,,,
test1463,8,,,,
test1464,8,,,,
test1465,8,6,0.75,8,1.0
test1466,9,,,,
test1467,10,6,0.6,6,0.6
test1468,8,,,,
test1469,8,7,0.875,,
test1470,11,,,,
test1471,10,,,,
test1472,8,,,,
test1473,8,,,,
test1474,8,,,,
test1475,9,,,,
test1476,8,,,,
test1477,8,,,,
test1478,9,5,0.5556,7,0.7778
test1479,11,6,0.5455,6,0.5455
test1480,8,8,1.0,,
test1481,8,8,1.0,,
test1482,8,,,,
test1483,9,9,1.0,,
test1484,8,,,,
test1485,8,,,,
test1486,8,8,1.0,,
test1487,9,,,,
test1488,10,,,,
test1489,10,,,,
test1490,9,,,,
test1491,12,9,0.75,,
test1492,8,,,,
test1493,11,,,,
test1494,9,,,,
test1495,10,9,0.9,,
test1496,10,,,,
test1497,8,,,,
test1498,8,5,0.625,5,0.625
test1499,8,5,0.625,8,1.0
test1500,11,,,,
test1501,11,9,0.8182,,
test1502,8,,,1,0.125
test1503,10,9,0.9,8,0.8
test1504,8,8,1.0,1,0.125
test1505,11,3,0.2727,,
test1506,8,,,,
test1507,9,8,0.8889,1,0.1111
test1508,8,,,,
test1509,11,,,,
test1510,8,,,,
test1511,8,,,8,1.0
test1512,8,,,,
test1513,8,,,,
test1514,8,7,0.875,,
test1515,8,,,,
test1516,7,5,0.7143,,
test1517,8,,,,
test1518,8,7,0.875,,
test1519,8,6,0.75,1,0.125
test1520,9,8,0.8889,8,0.8889
test1521,10,,,,
test1522,8,,,,
test1523,11,,,1,0.0909
test1524,9,7,0.7778,,
test1525,8,,,,
test1526,13,,,,
test1527,11,11,1.0,,
test1528,13,,,,
test1529,10,5,0.5,,
test1530,9,,,,
test1531,8,,,,
test1532,7,5,0.7143,,
test1533,11,8,0.7273,,
test1534,9,,,5,0.5556
test1535,8,8,1.0,8,1.0
test1536,9,,,,
test1537,9,9,1.0,9,1.0
test1538,8,,,,
test1539,12,,,2,0.1667
test1540,8,,,,
test1541,10,,,,
test1542,8,,,,
test1543,8,,,,
test1544,11,,,,
test1545,9,7,0.7778,,
test1546,8,3,0.375,3,0.375
test1547,8,,,,
test1548,10,,,,
test1549,8,,,,
test1550,13,11,0.8462,,
test1551,10,,,,
test1552,9,,,,
test1553,8,8,1.0,,
test1554,8,7,0.875,,
test1555,8,,,,
test1556,8,5,0.625,4,0.5
test1557,8,7,0.875,,
test1558,8,8,1.0,,
test1559,13,,,,
test1560,10,,,,
test1561,9,,,,
test1562,9,,,,
test1563,13,11,0.8462,13,1.0
test1564,8,,,,
test1565,10,5,0.5,5,0.5
test1566,10,,,,
test1567,13,,,,
test1568,9,,,3,0.3333
test1569,9,5,0.5556,5,0.5556
test1570,9,,,,
test1571,9,6,0.6667,4,0.4444
test1572,8,,,,
test1573,8,,,,
test1574,9,9,1.0,9,1.0
test1575,8,3,0.375,3,0.375
test1576,11,11,1.0,3,0.2727
test1577,8,,,6,0.75
test1578,11,8,0.7273,,
test1579,9,,,,
test1580,8,,,,
test1581,9,8,0.8889,,
test1582,9,8,0.8889,6,0.6667
test1583,7,4,0.5714,5,0.7143
test1584,9,,,,
test1585,10,,,,
test1586,8,,,,
test1587,8,,,,
test1588,8,4,0.5,5,0.625
test1589,9,7,0.7778,,
test1590,8,,,,
test1591,8,,,,
test1592,8,7,0.875,4,0.5
test1593,9,2,0.2222,2,0.2222
test1594,9,,,,
test1595,11,10,0.9091,11,1.0
test1596,9,,,,
test1597,9,8,0.8889,9,1.0
test1598,9,,,,
test1599,7,,,,
test1600,8,6,0.75,,
test1601,8,,,,
test1602,10,,,,
test1603,10,8,0.8,,
test1604,12,,,,
test1605,10,,,,
test1606,9,8,0.8889,,
test1607,8,,,,
test1608,10,,,,
test1609,8,,,6,0.75
test1610,10,,,,
test1611,8,7,0.875,5,0.625
test1612,13,,,,
test1613,8,,,3,0.375
test1614,10,,,,
test1615,8,,,,
test1616,8,,,,
test1617,9,,,,
test1618,8,7,0.875,,
test1619,8,,,8,1.0
test1620,7,5,0.7143,5,0.7143
test1621,8,6,0.75,1,0.125
test1622,9,,,,
test1623,10,10,1.0,,
test1624,13,,,,
test1625,7,,,,
test1626,10,9,0.9,6,0.6
test1627,8,8,1.0,8,1.0
test1628,8,,,,
test1629,10,,,,
test1630,12,,,3,0.25
test1631,9,8,0.8889,9,1.0
test1632,10,,,,
test1633,8,,,,
test1634,8,,,1,0.125
test1635,8,5,0.625,,
test1636,9,,,,
test1637,8,6,0.75,,
test1638,8,8,1.0,,
test1639,10,,,,
test1640,13,,,,
test1641,12,,,,
test1642,12,,,,
test1643,15,,,,
test1644,11,7,0.6364,7,0.6364
test1645,13,,,1,0.0769
test1646,7,,,,
test1647,11,7,0.6364,7,0.6364
test1648,8,8,1.0,8,1.0
test1649,8,,,,
test1650,8,,,,
test1651,10,10,1.0,,
test1652,11,7,0.6364,9,0.8182
test1653,9,7,0.7778,,
test1654,8,4,0.5,,
test1655,9,9,1.0,,
test1656,10,,,,
test1657,8,8,1.0,,
test1658,9,,,,
test1659,10,6,0.6,9,0.9
test1660,8,6,0.75,,
test1661,9,,,,
test1662,8,,,,
test1663,9,,,,
test1664,10,,,,
test1665,9,5,0.5556,2,0.2222
test1666,8,,,,
test1667,14,,,,
test1668,8,,,,
test1669,10,4,0.4,7,0.7
test1670,10,7,0.7,7,0.7
test1671,8,,,,
test1672,9,,,,
test1673,10,,,,
test1674,7,7,1.0,,
test1675,12,12,1.0,12,1.0
test1676,8,,,,
test1677,9,9,1.0,,
test1678,9,,,,
test1679,8,,,,
test1680,9,4,0.4444,6,0.6667
test1681,8,,,,
test1682,9,9,1.0,,
test1683,11,,,,
test1684,8,,,,
test1685,9,4,0.4444,3,0.3333
test1686,8,,,,
test1687,10,,,,
test1688,8,,,,
test1689,10,,,9,0.9
test1690,10,,,,
test1691,8,,,,
test1692,11,,,,
test1693,15,,,,
test1694,9,8,0.8889,,
test1695,8,,,,
test1696,8,,,,
test1697,11,,,8,0.7273
test1698,8,5,0.625,,
test1699,9,,,,
test1700,10,6,0.6,5,0.5
test1701,8,,,,
test1702,9,5,0.5556,7,0.7778
test1703,8,,,6,0.75
test1704,7,,,,
test1705,11,5,0.4545,1,0.0909
test1706,9,,,,
test1707,8,4,0.5,,
test1708,8,,,,
test1709,8,6,0.75,8,1.0
test1710,9,,,,
test1711,8,4,0.5,1,0.125
test1712,8,,,,
test1713,11,10,0.9091,6,0.5455
test1714,8,3,0.375,5,0.625
test1715,9,,,,
test1716,9,,,,
test1717,9,,,,
test1718,9,,,,
test1719,10,,,,
test1720,12,5,0.4167,5,0.4167
test1721,8,,,,
test1722,13,13,1.0,,
test1723,14,,,,
test1724,9,5,0.5556,5,0.5556
test1725,9,,,,
test1726,8,,,,
test1727,9,,,,
test1728,9,,,7,0.7778
test1729,8,4,0.5,4,0.5
test1730,9,,,,
test1731,14,,,,
test1732,11,,,,
test1733,8,,,6,0.75
test1734,8,3,0.375,3,0.375
test1735,13,,,,
test1736,9,,,,
test1737,10,7,0.7,,
test1738,8,,,,
test1739,8,,,,
test1740,9,,,,
test1741,12,12,1.0,2,0.1667
test1742,8,,,,
test1743,12,,,1,0.0833
test1744,11,,,7,0.6364
test1745,9,5,0.5556,1,0.1111
test1746,13,9,0.6923,1,0.0769
test1747,10,8,0.8,,
test1748,8,8,1.0,6,0.75
test1749,8,,,,
test1750,9,,,,
test1751,8,4,0.5,4,0.5
test1752,8,,,,
test1753,9,,,,
test1754,9,,,,
test1755,8,4,0.5,7,0.875
test1756,13,11,0.8462,9,0.6923
test1757,8,,,,
test1758,7,,,,
test1759,9,3,0.3333,1,0.1111
test1760,9,,,,
test1761,8,6,0.75,,
test1762,9,,,,
test1763,8,6,0.75,6,0.75
test1764,8,2,0.25,2,0.25
test1765,13,,,,
test1766,8,,,,
test1767,8,,,,
test1768,8,,,,
test1769,8,,,,
test1770,8,7,0.875,,
test1771,8,,,,
test1772,8,8,1.0,,
test1773,9,4,0.4444,,
test1774,8,,,,
test1775,10,,,,
test1776,9,,,,
test1777,8,,,,
test1778,12,,,,
test1779,7,6,0.8571,5,0.7143
test1780,8,,,,
test1781,8,,,,
test1782,8,,,,
test1783,8,,,,
test1784,8,5,0.625,4,0.5
test1785,8,,,,
test1786,15,4,0.2667,4,0.2667
test1787,8,,,,
test1788,8,,,,
test1789,10,10,1.0,,
test1790,11,,,,
test1791,9,3,0.3333,3,0.3333
test1792,8,,,,
test1793,15,10,0.6667,,
test1794,8,,,,
test1795,8,,,,
test1796,9,9,1.0,,
test1797,8,7,0.875,,
test1798,9,,,,
test1799,9,,,,
test1800,8,,,,
test1801,13,3,0.2308,3,0.2308
test1802,11,11,1.0,,
test1803,9,,,,
test1804,8,,,,
test1805,8,6,0.75,,
test1806,8,,,,
test1807,12,,,,
test1808,9,,,,
test1809,8,,,,
test1810,8,,,,
test1811,13,2,0.1538,2,0.1538
test1812,8,,,,
test1813,8,4,0.5,,
test1814,8,,,,
test1815,8,7,0.875,8,1.0
test1816,8,,,,
test1817,11,10,0.9091,11,1.0
test1818,9,,,,
test1819,8,,,1,0.125
test1820,10,,,,
test1821,10,,,,
test1822,11,6,0.5455,8,0.7273
test1823,8,7,0.875,,
test1824,10,,,,
test1825,9,,,,
test1826,8,,,,
test1827,9,,,,
test1828,12,,,,
test1829,10,9,0.9,,
test1830,11,,,,
test1831,8,6,0.75,,
test1832,8,,,,
test1833,10,5,0.5,3,0.3
test1834,11,9,0.8182,,
test1835,9,,,,
test1836,8,,,,
test1837,10,,,,
test1838,8,,,,
test1839,8,,,,
test1840,8,7,0.875,7,0.875
test1841,9,,,,
test1842,9,,,,
test1843,9,,,,
test1844,8,,,,
test1845,10,,,,
test1846,14,11,0.7857,,
test1847,8,6,0.75,6,0.75
test1848,8,5,0.625,8,1.0
test1849,8,,,,
test1850,8,,,,
test1851,10,5,0.5,,
test1852,10,,,,
test1853,8,6,0.75,,
test1854,9,4,0.4444,5,0.5556
test1855,8,5,0.625,,
test1856,12,12,1.0,12,1.0
test1857,8,,,,
test1858,10,,,,
test1859,10,,,,
test1860,8,,,,
test1861,9,,,,
test1862,8,,,,
test1863,11,9,0.8182,,
test1864,13,9,0.6923,1,0.0769
test1865,8,,,,
test1866,8,,,,
test1867,10,10,1.0,,
test1868,9,,,1,0.1111
test1869,9,9,1.0,,
test1870,8,6,0.75,,
test1871,8,7,0.875,7,0.875
test1872,8,,,,
test1873,11,,,,
test1874,9,5,0.5556,3,0.3333
test1875,8,8,1.0,,
test1876,9,9,1.0,,
test1877,12,8,0.6667,8,0.6667
test1878,11,,,,
test1879,9,1,0.1111,1,0.1111
test1880,9,,,,
test1881,8,,,,
test1882,8,7,0.875,8,1.0
test1883,11,,,,
test1884,10,7,0.7,,
test1885,8,5,0.625,,
test1886,9,,,,
test1887,8,7,0.875,,
test1888,8,,,,
test1889,8,5,0.625,,
test1890,9,,,,
test1891,12,,,,
test1892,9,3,0.3333,,
test1893,9,,,,
test1894,10,,,,
test1895,10,,,,
test1896,9,9,1.0,,
test1897,8,,,8,1.0
test1898,8,,,,
test1899,17,7,0.4118,7,0.4118
test1900,9,,,,
test1901,8,6,0.75,,
test1902,11,,,,
test1903,8,,,,
test1904,8,,,,
test1905,8,,,,
test1906,8,,,,
test1907,8,5,0.625,8,1.0
test1908,8,,,,
test1909,9,9,1.0,,
test1910,15,5,0.3333,,
test1911,9,8,0.8889,,
test1912,12,9,0.75,12,1.0
test1913,9,9,1.0,,
test1914,17,13,0.7647,,
test1915,8,,,,
test1916,9,8,0.8889,8,0.8889
test1917,9,,,9,1.0
test1918,10,,,,
test1919,13,10,0.7692,8,0.6154
test1920,9,,,,
test1921,9,9,1.0,9,1.0
test1922,8,,,,
test1923,8,6,0.75,4,0.5
test1924,9,,,,
test1925,11,10,0.9091,,
test1926,8,,,,
test1927,9,,,,
test1928,8,7,0.875,5,0.625
test1929,11,7,0.6364,8,0.7273
test1930,8,,,,
test1931,8,4,0.5,,
test1932,11,10,0.9091,,
test1933,8,,,,
test1934,8,,,,
test1935,10,,,,
test1936,8,,,8,1.0
test1937,8,,,,
test1938,8,,,,
test1939,9,,,,
test1940,8,7,0.875,,
test1941,10,9,0.9,,
test1942,9,7,0.7778,7,0.7778
test1943,8,,,,
test1944,11,,,,
test1945,9,,,,
test1946,9,,,,
test1947,10,7,0.7,5,0.5
test1948,8,,,,
test1949,8,3,0.375,3,0.375
test1950,9,9,1.0,1,0.1111
test1951,11,,,7,0.6364
test1952,7,5,0.7143,,
test1953,8,,,,
test1954,11,,,,
test1955,9,,,,
test1956,8,,,,
test1957,8,2,0.25,3,0.375
test1958,8,6,0.75,,
test1959,11,,,,
test1960,8,,,,
test1961,11,5,0.4545,,
test1962,13,7,0.5385,7,0.5385
test1963,8,,,,
test1964,8,,,,
test1965,8,,,,
test1966,13,,,,
test1967,13,10,0.7692,,
test1968,8,,,,
test1969,9,8,0.8889,9,1.0
test1970,11,,,,
test1971,8,,,,
test1972,8,,,,
test1973,11,,,,
test1974,8,,,,
test1975,8,,,,
test1976,8,,,,
test1977,10,7,0.7,8,0.8
test1978,8,,,,
test1979,9,,,,
test1980,8,8,1.0,,
test1981,8,6,0.75,6,0.75
test1982,12,,,,
test1983,8,,,,
test1984,9,9,1.0,9,1.0
test1985,8,,,,
test1986,8,,,,
test1987,8,,,,
test1988,10,10,1.0,,
test1989,14,4,0.2857,4,0.2857
test1990,9,7,0.7778,7,0.7778
test1991,8,,,,
test1992,7,,,,
test1993,16,,,,
test1994,8,,,,
test1995,12,12,1.0,8,0.6667
test1996,9,,,,
test1997,8,8,1.0,,
test1998,8,3,0.375,1,0.125
test1999,8,,,,
test2000,7,5,0.7143,,
test2001,8,,,,
test2002,9,,,,
test2003,10,,,,
test2004,8,,,,
test2005,8,5,0.625,,
test2006,8,6,0.75,6,0.75
test2007,9,7,0.7778,,
test2008,8,6,0.75,8,1.0
test2009,8,8,1.0,8,1.0
test2010,8,,,,
test2011,9,8,0.8889,,
test2012,9,,,3,0.3333
test2013,8,4,0.5,2,0.25
test2014,11,,,11,1.0
test2015,10,,,,
test2016,8,5,0.625,,
test2017,11,,,,
test2018,8,8,1.0,5,0.625
test2019,8,,,,
test2020,9,,,,
test2021,11,,,,
test2022,8,8,1.0,,
test2023,11,,,,
test2024,8,7,0.875,8,1.0
test2025,9,6,0.6667,8,0.8889
test2026,14,13,0.9286,13,0.9286
test2027,8,,,,
test2028,8,,,8,1.0
test2029,7,,,,
test2030,8,,,,
test2031,9,6,0.6667,6,0.6667
test2032,9,7,0.7778,,
test2033,9,,,,
test2034,8,,,,
test2035,8,,,,
test2036,13,12,0.9231,12,0.9231
test2037,8,,,,
test2038,8,6,0.75,6,0.75
test2039,16,,,,
test2040,9,,,,
test2041,9,8,0.8889,,
test2042,12,,,,
test2043,8,4,0.5,2,0.25
test2044,8,5,0.625,3,0.375
test2045,8,,,,
test2046,8,,,6,0.75
test2047,10,9,0.9,,
test2048,9,,,,
test2049,8,,,,
test2050,9,,,1,0.1111
test2051,10,,,,
test2052,8,,,,
test2053,7,,,1,0.1429
test2054,14,,,4,0.2857
test2055,11,7,0.6364,,
test2056,9,4,0.4444,2,0.2222
test2057,16,,,,
test2058,8,7,0.875,,
test2059,12,,,,
test2060,10,,,,
test2061,9,4,0.4444,2,0.2222
test2062,9,,,,
test2063,8,5,0.625,6,0.75
test2064,10,8,0.8,7,0.7
test2065,9,,,,
test2066,9,5,0.5556,,
test2067,8,,,,
test2068,9,4,0.4444,1,0.1111
test2069,11,9,0.8182,1,0.0909
test2070,8,4,0.5,3,0.375
test2071,16,,,,
test2072,9,9,1.0,,
test2073,11,11,1.0,5,0.4545
test2074,11,7,0.6364,8,0.7273
test2075,10,,,9,0.9
test2076,8,5,0.625,4,0.5
test2077,10,,,2,0.2
test2078,16,8,0.5,,
test2079,8,4,0.5,4,0.5
test2080,10,,,,
test2081,8,,,2,0.25
test2082,8,6,0.75,,
test2083,7,7,1.0,,
test2084,9,7,0.7778,5,0.5556
test2085,9,7,0.7778,9,1.0
test2086,10,,,9,0.9
test2087,8,,,,
test2088,9,,,,
test2089,11,6,0.5455,6,0.5455
test2090,8,,,,
test2091,8,8,1.0,,
test2092,10,,,,
test2093,12,1,0.0833,1,0.0833
test2094,8,,,,
test2095,8,,,,
test2096,10,10,1.0,,
test2097,8,,,,
test2098,11,,,8,0.7273
test2099,8,7,0.875,,
test2100,9,9,1.0,,
test2101,8,,,,
test2102,10,,,,
test2103,10,7,0.7,,
test2104,9,4,0.4444,4,0.4444
test2105,8,,,,
test2106,8,7,0.875,,
test2107,10,,,10,1.0
test2108,10,,,,
test2109,11,,,,
test2110,11,,,,
test2111,8,,,,
test2112,10,,,,
test2113,10,,,,
test2114,11,,,,
test2115,16,,,,
test2116,11,8,0.7273,,
test2117,9,,,,
test2118,9,,,,
test2119,8,,,,
test2120,8,8,1.0,7,0.875
test2121,10,,,,
test2122,10,10,1.0,7,0.7
test2123,7,,,,
test2124,10,4,0.4,7,0.7
test2125,11,5,0.4545,,
test2126,8,8,1.0,,
test2127,8,7,0.875,5,0.625
test2128,8,,,,
test2129,8,7,0.875,,
test2130,8,,,,
test2131,8,,,,
test2132,8,,,,
test2133,8,,,,
test2134,8,7,0.875,8,1.0
test2135,16,,,,
test2136,10,,,,
test2137,8,,,,
test2138,11,,,,
test2139,8,,,,
test2140,9,,,,
test2141,8,6,0.75,,
test2142,11,,,,
test2143,15,,,,
test2144,8,,,,
test2145,8,8,1.0,,
test2146,12,8,0.6667,10,0.8333
test2147,9,9,1.0,,
test2148,12,10,0.8333,,
test2149,8,,,,
test2150,9,9,1.0,,
test2151,9,8,0.8889,,
test2152,8,,,,
test2153,12,10,0.8333,1,0.0833
test2154,8,,,,
test2155,12,11,0.9167,11,0.9167
test2156,8,,,,
test2157,18,6,0.3333,7,0.3889
test2158,10,,,,
test2159,9,,,,
test2160,10,6,0.6,6,0.6
test2161,9,,,,
test2162,8,,,,
test2163,12,8,0.6667,3,0.25
test2164,9,7,0.7778,5,0.5556
test2165,8,,,,
test2166,8,,,,
test2167,8,,,,
test2168,8,,,,
test2169,8,,,,
test2170,8,8,1.0,7,0.875
test2171,9,4,0.4444,4,0.4444
test2172,9,5,0.5556,6,0.6667
test2173,8,7,0.875,,
test2174,9,7,0.7778,1,0.1111
test2175,8,,,,
test2176,8,7,0.875,6,0.75
test2177,8,7,0.875,7,0.875
test2178,8,8,1.0,,
test2179,11,6,0.5455,3,0.2727
test2180,8,,,,
test2181,8,7,0.875,,
test2182,9,,,,
test2183,8,8,1.0,,
test2184,8,,,,
test2185,9,,,8,0.8889
test2186,9,6,0.6667,,
test2187,8,4,0.5,1,0.125
test2188,11,,,,
test2189,8,8,1.0,,
test2190,10,10,1.0,10,1.0
test2191,8,,,,
test2192,12,9,0.75,10,0.8333
test2193,11,10,0.9091,3,0.2727
test2194,9,,,,
test2195,9,,,,
test2196,8,4,0.5,4,0.5
test2197,10,7,0.7,,
test2198,8,,,,
test2199,9,,,,
test2200,8,7,0.875,,
test2201,8,5,0.625,,
test2202,11,6,0.5455,7,0.6364
test2203,7,,,,
test2204,8,,,,
test2205,8,4,0.5,5,0.625
test2206,7,,,,
test2207,9,,,,
test2208,8,,,,
test2209,8,7,0.875,7,0.875
test2210,8,,,,
test2211,8,,,,
test2212,8,8,1.0,,
test2213,9,,,,
test2214,8,,,,
test2215,12,,,1,0.0833
test2216,8,5,0.625,,
test2217,9,,,,
test2218,8,,,,
test2219,9,6,0.6667,6,0.6667
test2220,8,,,,
test2221,7,5,0.7143,7,1.0
test2222,8,6,0.75,6,0.75
test2223,8,,,,
test2224,8,,,,
test2225,10,10,1.0,2,0.2
test2226,11,,,,
test2227,9,,,,
test2228,12,,,,
test2229,11,6,0.5455,8,0.7273
test2230,10,,,,
test2231,9,,,,
test2232,9,,,,
test2233,8,,,,
test2234,9,6,0.6667,,
test2235,9,,,,
test2236,7,6,0.8571,6,0.8571
test2237,10,,,6,0.6
test2238,14,,,,
test2239,9,5,0.5556,,
test2240,8,,,,
test2241,10,,,,
test2242,10,,,,
test2243,10,,,,
test2244,9,4,0.4444,9,1.0
test2245,8,,,,
test2246,8,,,,
test2247,8,,,,
test2248,8,,,,
test2249,8,,,,
test2250,8,,,,
test2251,11,,,,
test2252,9,3,0.3333,,
test2253,9,,,,
test2254,8,,,,
test2255,8,,,,
test2256,8,7,0.875,7,0.875
test2257,8,8,1.0,,
test2258,8,,,,
test2259,8,,,,
test2260,9,,,,
test2261,8,7,0.875,,
test2262,8,,,,
test2263,15,,,,
test2264,8,,,,
test2265,9,7,0.7778,7,0.7778
test2266,12,10,0.8333,,
test2267,10,9,0.9,6,0.6
test2268,9,6,0.6667,6,0.6667
test2269,9,,,,
test2270,11,,,,
test2271,8,,,,
test2272,9,5,0.5556,5,0.5556
test2273,8,,,,
test2274,9,7,0.7778,,
test2275,8,,,,
test2276,8,6,0.75,6,0.75
test2277,8,7,0.875,3,0.375
